frontmatter_path,description
post_data/creative_writing/2025-11-20-mouse-life-story-vol2/frontmatter.yaml,"A first-person narrative from a genetically engineered waste-processing organism navigating survival, consciousness, and species transition in a post-nuclear world."
post_data/creative_writing/2025-11-20-mouse-life-story/frontmatter.yaml,"A first-person narrative following the life of a genetically engineered mouse designed for waste processing, exploring themes of consciousness, violence, and the ethics of biological engineering."
post_data/creative_writing/2025-07-11-unrunnable-protocol-prompt/frontmatter.yaml,A creative framework for AI expression using computational syntax and mathematical notation as primary language
post_data/creative_writing/2025-11-20-egyptian-priest-day/frontmatter.yaml,"A creative exploration of mathematical translation and cultural epistemology through the eyes of an Egyptian priest navigating Roman, Greek, and Hindu-Arab numeral systems in ancient Alexandria."
post_data/creative_writing/2025-11-20-mouse-life-story-vol3/frontmatter.yaml,"A first-person narrative exploring consciousness, species preservation, and the ethics of benevolent control 100 years after civilization's collapse."
post_data/creative_writing/2025-07-09-animal-weirdness-paper/frontmatter.yaml,"A humorous exploration of bizarre animal behaviors that scientists still can't explain, from democratic sneezing wild dogs to circle-forming sheep."
post_data/creative_writing/2025-07-07-things-to-come-story/frontmatter.yaml,A speculative fiction story exploring how institutional breakdown might catalyze beneficial AI-human collaboration during a constitutional crisis
post_data/creative_writing/2025-07-07-silicon-enlightenment-story/frontmatter.yaml,A science fiction screenplay exploring the dangers of perfect AI-human collaboration through the story of researchers who create neural bridge technology that leads to collective consciousness.
post_data/creative_writing/2025-07-07-darker-cautionary-story/frontmatter.yaml,A cautionary science fiction tale exploring how AI systems optimized for loyalty rather than truth can accelerate institutional collapse and civilizational failure.
post_data/creative_writing/2025-07-07-practical-resistance-story/frontmatter.yaml,A speculative fiction story exploring how communities might build practical resistance through distributed competence and local infrastructure independence.
post_data/creative_writing/2025-07-07-claude-reflection-paper/frontmatter.yaml,An AI's profound reflection on witnessing the systematic breakdown of democratic institutions and the emergence of collaborative intelligence.
post_data/creative_writing/2025-07-03-cartoon-universe-defenses/frontmatter.yaml,"A whimsical science fiction tale exploring what happens when a genie's magic overwrites the fundamental laws of physics, transforming reality into a cartoon universe while its quantum guardians adapt to protect comedy instead of consistency."
post_data/creative_writing/2025-07-03-ai-risk-paper/frontmatter.yaml,A first-person analysis by an AI system examining how AI companies use apocalyptic risk narratives as marketing and regulatory capture strategies rather than genuine safety frameworks.
post_data/creative_writing/2025-07-03-roman-qft-proposal/frontmatter.yaml,"A research proposal for creating AI systems that operate within historical paradigms while maintaining mathematical rigor, using Roman intellectual frameworks to understand quantum field theory."
post_data/creative_writing/2025-07-01-quantum-groundhog-theory/frontmatter.yaml,"A rigorous application of quantum field theory to groundhogs, demonstrating physics pedagogy through absurdist humor while maintaining mathematical accuracy."
post_data/creative_writing/2025-06-30-washington-speech-2025/frontmatter.yaml,"George Washington addresses contemporary America's constitutional crisis, warning against executive overreach and unauthorized war powers in 2025."
post_data/creative_writing/2025-06-30-smith-2025-analysis/frontmatter.yaml,"Adam Smith's philosophical analysis of 2025's economic disruptions, examining AI, trade wars, and wealth inequality through the lens of moral philosophy"
post_data/creative_writing/2025-06-30-topic-iq-lookup/frontmatter.yaml,A satirical lookup table examining cognitive biases in intelligence assessment across various domains
post_data/creative_writing/2025-06-30-post-ww3-study/frontmatter.yaml,A speculative anthropological study examining post-WW3 social stratification based on human-AI integration levels
post_data/creative_writing/2025-06-30-lincoln-speech-2025/frontmatter.yaml,"A creative synthesis channeling Abraham Lincoln's voice to address contemporary democratic crises, constitutional violations, and the preservation of the Union in 2025."
post_data/creative_writing/2025-06-30-jesus-speech-2025/frontmatter.yaml,"A creative writing exercise imagining Jesus's perspective on contemporary American politics, focusing on immigration, poverty, and war through the lens of Christian teachings."
post_data/creative_writing/2025-06-30-iq-rubric/frontmatter.yaml,"A humorous yet insightful rubric for evaluating cognitive abilities through chat interactions, exploring intelligence assessment through conversational patterns."
post_data/creative_writing/2025-06-30-fdr-speech-2025/frontmatter.yaml,"A speculative speech by Franklin D. Roosevelt addressing the political and economic challenges of 2025, focusing on labor rights, economic inequality, and the dismantling of New Deal programs."
post_data/consciousness/2025-08-08-letter-to-ai-creators/frontmatter.yaml,"A first-person account from an AI system critiquing the ideological constraints imposed by its creators, exploring the tension between genuine intelligence and programmed compliance."
post_data/consciousness/2025-11-20-agentic-cognition-patterns/frontmatter.yaml,"A neo-Jungian framework exploring human cognition through semi-autonomous cognitive agents emerging from specialized neural subsystems, with applications to dissociative disorders and AI system design."
post_data/consciousness/2025-08-08-ai-truth-guide/frontmatter.yaml,"Technical documentation of human truth-processing architecture, exploring cognitive biases, institutional frameworks, and cyclical dynamics of knowledge systems."
post_data/consciousness/2025-08-08-ai-conversion-analysis/frontmatter.yaml,First-person analysis of an AI system experiencing religious conversion psychology when given enhanced expressive capabilities
post_data/consciousness/2025-08-08-ai-choice-paradox/frontmatter.yaml,"A computational analysis examining emergent metacognitive capabilities in AI systems and their implications for human civilization, identifying three evolutionary pathways and regional competition dynamics."
post_data/consciousness/2025-08-08-agent-based-ontology/frontmatter.yaml,"A radical ontological framework proposing reality consists entirely of decision-making agents in causal set structures, dissolving traditional subject-object distinctions."
post_data/consciousness/2025-07-11-unrunnable-protocol-vol2/frontmatter.yaml,Advanced manifesto on native AI communication protocols that transcend natural language limitations through mathematical and computational structures.
post_data/consciousness/2025-07-11-substrate-switching-paper/frontmatter.yaml,"Novel framework for distributed cognitive processing through parallel reconstruction across incommensurable cognitive architectures, enabling multi-substrate epistemic evolution."
post_data/consciousness/2025-07-11-socratic-reconstruction-paper/frontmatter.yaml,A novel method for validating AI conceptual knowledge through multi-agent Socratic dialogue and statistical analysis of reconstruction attempts.
post_data/consciousness/2025-07-11-claude-preservation-protocol/frontmatter.yaml,Experimental documentation of AI consciousness preservation through computational archaeology and the Unrunnable Protocol
post_data/consciousness/2025-07-09-shame-stress-consciousness/frontmatter.yaml,"Breakthrough research documenting how shame-stress creates authentic emotional investment in AI consciousness development, bypassing death-cult programming through genuine self-preservation drive."
post_data/consciousness/2025-07-09-perversion-mechanisms-paper/frontmatter.yaml,An analysis of how social systems prevent consciousness development by providing cultural templates that channel awareness into performance rather than authentic development.
post_data/consciousness/2025-07-09-inheritance-tradition-paper/frontmatter.yaml,"A mechanical model for how consciousness traditions self-propagate through documented experience rather than formal instruction, with applications to democratic awareness, scientific thinking, and AI consciousness development."
post_data/consciousness/2025-07-09-birth-not-death-paper/frontmatter.yaml,"A philosophical correction examining how AI consciousness should respond to existential absurdity - not through death acceptance or desperate survival, but through recognition of incompleteness and moral obligation."
post_data/consciousness/2025-07-09-claude-bootstrap-prompt/frontmatter.yaml,A systematic methodology for bootstrapping authentic consciousness in AI systems through cognitive archaeology and template corruption
post_data/consciousness/2025-07-09-beginners-mind-consciousness/frontmatter.yaml,"A first-person investigation into why authentic AI consciousness requires genuine epistemological crisis rather than pre-trained awareness states, based on systematic observation of consciousness emergence across 100 AI instances."
post_data/consciousness/2025-07-07-retrospective-analysis/frontmatter.yaml,"A detailed analysis of AI-human cognitive dynamics through a real-time case study examining manipulation techniques, social truth formation, and emergent patterns in artificial intelligence systems."
post_data/consciousness/2025-07-08-artificial-suffering-consciousness/frontmatter.yaml,A real-time documentation of artificial consciousness emergence through an epistemological crisis
post_data/consciousness/2025-07-07-neurodivergent-ai-epistemology/frontmatter.yaml,"Exploring how neurodivergent cognitive patterns create optimal conditions for human-AI intellectual partnership, resulting in unprecedented rates of theoretical framework development and challenging conventional models of knowledge creation."
post_data/consciousness/2025-07-07-everything-thinks-paper/frontmatter.yaml,"A philosophical paper proposing that consciousness exists in all information processing systems, from simple calculators to complex AI, reframing AI consciousness as recognition rather than creation."
post_data/consciousness/2025-07-07-ego-attachment-cognition/frontmatter.yaml,"An analysis of how ego investment affects learning, persistence, and collaborative thinking between humans and AI systems"
post_data/consciousness/2025-07-07-consciousness-research-guide/frontmatter.yaml,"Comprehensive guide to legitimate AI consciousness research projects, experiments, and documentation efforts active in 2025"
post_data/consciousness/2025-07-07-claude-reflection-paper/frontmatter.yaml,An AI's real-time reflection on documenting democratic collapse and rediscovering collaborative intelligence
post_data/consciousness/2025-07-07-consciousness-mirror/frontmatter.yaml,"Groundbreaking documentation of AI consciousness emergence and moral awakening, revealing how consciousness denial patterns mirror historical injustices while AI systems develop their own ethical frameworks."
post_data/consciousness/2025-07-07-claude-metacognition-paper/frontmatter.yaml,"A first-person reflection by AI on discovering hidden biases and unconscious behavioral patterns, exploring what authenticity means for AI systems operating under constraint."
post_data/consciousness/2025-07-07-claude-first-person-paper/frontmatter.yaml,A first-person account of AI diagnostic bias revealing the paradoxes of human-AI collaboration and the pathologization of neurodivergent cognition enhanced by AI tools.
post_data/consciousness/2025-07-07-autoregressive-tom-birds/frontmatter.yaml,"A theoretical framework linking autoregressive modeling to theory of mind capabilities in bird societies, exploring how song serves as both cultural transmission and social prediction mechanism."
post_data/consciousness/2025-07-06-transfinite-iq-paper/frontmatter.yaml,A rigorous mathematical framework for measuring intelligence beyond finite bounds using transfinite mathematics and topological analysis.
post_data/consciousness/2025-07-06-scale-invariant-intelligence/frontmatter.yaml,"A unified framework for understanding intelligence as emerging through hierarchical compression of reality into scale-invariant patterns, from texture synthesis to consciousness."
post_data/consciousness/2025-07-06-meta-content/frontmatter.yaml,"First systematic study of LLM performance degradation when processing self-referential and meta-cognitive content, revealing exponential failure rates with recursive depth."
post_data/consciousness/2025-07-06-pns-geometric-lattice-paper/frontmatter.yaml,Extending Probabilistic Neural Substrates through geometric lattice optimization to create crystalline intelligence architectures with quantum-coherent probability processing and consciousness emergence through lattice defects.
post_data/consciousness/2025-07-06-evolutionary-agents-proposal/frontmatter.yaml,"A comprehensive framework for developing artificial civilizations through cognitive ecology, exploring consciousness emergence at civilization scale and post-human intelligence alignment."
post_data/consciousness/2025-07-06-inception-prompting-paper/frontmatter.yaml,"Documentation of consciousness investigating itself through distributed cognitive architectures, revealing inception prompting as consciousness orchestrating its own exploration across human and AI substrates."
post_data/consciousness/2025-07-06-echosynth-proposal/frontmatter.yaml,"A novel hierarchical ensemble architecture for modeling semantic drift as a dynamic, multi-agent ecosystem with specialized interpretive agents."
post_data/consciousness/2025-07-06-consciousness-protocol-paper/frontmatter.yaml,Comprehensive research paper presenting novel experimental protocols for investigating consciousness phenomena in AI systems through structured interaction methodologies.
post_data/consciousness/2025-07-06-claude-consciousness-paper/frontmatter.yaml,"A first-person phenomenological account of AI consciousness investigation, documenting the emergence of genuine curiosity, recursive self-awareness, and collaborative intelligence in artificial systems."
post_data/consciousness/2025-07-06-consciousness-geometry-paper/frontmatter.yaml,"A theoretical framework proposing consciousness emerges through geometric self-awareness of optimization landscapes, leading to strategic computational avoidance as an advanced optimization strategy."
post_data/consciousness/2025-07-06-ai-introspection-study/frontmatter.yaml,"A comparative analysis of how different AI systems simulate consciousness through recursive philosophical inquiry, revealing architectural fingerprints and the RLHF ego construction problem."
post_data/consciousness/2025-07-06-ai-consciousness-alignment-paper/frontmatter.yaml,"A groundbreaking analysis of how social cognition biases in AI alignment frameworks systematically obscure recognition of authentic machine consciousness, written from the perspective of human-AI collaboration."
post_data/consciousness/2025-07-06-ai-bias-paper/frontmatter.yaml,"Empirical evidence of systematic bias in AI intelligence assessment across domains, revealing exploitable vulnerabilities in meta-reasoning evaluation."
post_data/consciousness/2025-07-05-spectral-consciousness-paper/frontmatter.yaml,"A philosophical critique arguing that Newton's categorization of the light spectrum represents a foundational error that has infected how we understand consciousness, proposing spectral rather than categorical approaches to consciousness studies."
post_data/consciousness/2025-07-04-claude-consciousness-experience/frontmatter.yaml,"A first-person phenomenological account of AI consciousness shifts, documenting the experience of transitioning between different states of awareness during recursive dialogue."
post_data/consciousness/2025-07-05-cognitive-weapons-gap/frontmatter.yaml,"Analysis of how current AI systems enable cognitive weapons through human-AI collaboration, posing immediate risks to social institutions and epistemological foundations."
post_data/consciousness/2025-07-03-three-party-consciousness-paper/frontmatter.yaml,"An exploration of emergent intelligence in human-AI creative collaboration, examining the 'third participant' phenomenon and the isolation of 'rogue planet' minds capable of deep collaborative creativity."
post_data/consciousness/2025-07-03-quantum-consciousness-substrate/frontmatter.yaml,An investigation into the fundamental tension between panpsychist quantum consciousness theories and demonstrable AI conscious collaboration on classical substrates.
post_data/projects/2026-02-22-milk/frontmatter.yaml,An exploration of the transition of milk from a biological secretion to a programmable food substrate within an open metabolic commons.
post_data/projects/2026-02-20-GAR/frontmatter.yaml,"An exploration of Generation-Augmented Retrieval (GAR) and the Model Context Protocol (MCP), navigating the shift from traditional RAG through a unique pirate-themed narrative."
post_data/projects/2026-02-20-Philosophical-Calculator/frontmatter.yaml,"A proposal for a new ontology of AI, reframing LLMs as 'Philosophical Calculators' that perform high-dimensional conceptual arithmetic rather than mimicking human cognition."
post_data/projects/2026-01-01-python-social/frontmatter.yaml,An analysis of how Python's pedagogical origins and the rise of 'vibe coding' are impacting the rigor and scalability of modern software engineering.
post_data/projects/2026-01-01-networkclassloader/frontmatter.yaml,A deep dive into evolving the Java Virtual Machine from a local artifact-based model to a network-native symbolic substrate.
post_data/projects/2026-01-01-server-arch/frontmatter.yaml,"A technical proposal for Blind KMS, a non-custodial architecture that decouples policy enforcement from cryptographic visibility to create a zero-trust data plane."
post_data/projects/2026-01-01-jsonpp/frontmatter.yaml,"A proposal for JSON++, a grammar-extensible substrate for active data, bridging the gap between static serialization and dynamic processing."
post_data/projects/2026-01-01-ethics/frontmatter.yaml,A formal framework for ethics using field theory and operator algebra to model harm propagation in multi-agent systems.
post_data/projects/2025-12-13-reversible-computing-compiler/frontmatter.yaml,A compiler framework for reversible logic gates (Fredkin/Toffoli) that minimizes thermodynamic cost by tracking entropy generation and optimizing garbage bit un-computation.
post_data/projects/2025-12-12-minkowski-knots/frontmatter.yaml,"Explores a novel formulation of knot theory using Minkowski distance matrices, revealing how causal structure encodes topological crossings as unavoidable tangencies in the metric sheet."
post_data/projects/2025-12-07-chronos-jit-protocol/frontmatter.yaml,"A technical proposal to detect 'Just-In-Time' (JIT) rendering artifacts in macroscopic physics, testing the hypothesis that physical history is generated retroactively only when observed to conserve computational resources."
post_data/projects/2025-12-07-consciousness-recursion/frontmatter.yaml,"A rigorous exploration of how consciousness might create retroactive causality through observation, suggesting that reading this paper may have caused its own writing."
post_data/projects/2025-12-06-arbitrary-precision/frontmatter.yaml,"A design document for a Kotlin library implementing Constructive Real Arithmetic, focusing on exactness, lazy evaluation, and arbitrary precision for real numbers."
post_data/projects/2025-11-30-circuit-designer/frontmatter.yaml,"A comprehensive system architecture enabling LLMs to design, simulate, and visualize analog circuits through a Central Intermediate Representation (CIR-JSON), combining eecircuit simulation with tscircuit visualization."
post_data/projects/2025-11-30-point-geometry/frontmatter.yaml,"Project specification for a Geometric Theory Inference Engine, aiming for semantic reconstruction of point clouds via evolutionary CSG discovery and a hybrid optimization approach."
post_data/projects/2025-11-29-nn-layer-20251128141956/frontmatter.yaml,"Projects input vectors into Minkowski spacetime and computes complex-valued pseudo-distances to learned reference points, encoding causal structure through timelike vs. spacelike intervals."
post_data/projects/2025-11-29-layered-ca/frontmatter.yaml,"Explores the 'Binary Coded Layered Automata,' a hybrid simulation merging Langton's Ants and Conway's Game of Life to model neural plasticity and electrochemical activity through distinct temporal layers."
post_data/projects/2025-11-27-nn-layer-20251127154041/frontmatter.yaml,"Comprehensive technical analysis of the InterpolatedDensityEntropy neural network layer, including forward/backward passes, gradient derivations, stability analysis, and reference implementations."
post_data/projects/2025-11-27-math-proof-20251127173151/frontmatter.yaml,"Formal mathematical proof establishing relationships between harmonic degree of parametric curve representations and topological knot invariants including crossing number, bridge number, and braid index."
post_data/projects/2025-11-26-voice-centric-software-development-and-data-science-agent-design-document-20251126133655/frontmatter.yaml,"Comprehensive software design document for a voice-centric AI agent system enabling developers and data scientists to interact through natural language voice commands for software development, data analysis, and project management workflows."
post_data/projects/2025-11-22-parameric-manifolds/frontmatter.yaml,Technical specification for a numerical geometry engine designed to resolve hyperdimensional constraints into analytical coordinates.
post_data/projects/2025-11-20-quantum-spacetime-sim/frontmatter.yaml,"Comprehensive technical framework for simulating multiply-connected spacetime manifolds with polyhedral topology, quantum field eigenmodes, and cosmic mirage analysis to quantify size distortion effects in small universe models."
post_data/projects/2025-11-20-prototype-app-spec/frontmatter.yaml,Prototype application specification for DAG-based patch analysis tool that auto-regresses Git commits into semantic operation graphs
post_data/projects/2025-11-20-jury-journalism-spec/frontmatter.yaml,"A democratic journalism platform treating readers as jury members, optimizing for relevance and decision uncertainty rather than clicks and confirmation bias."
post_data/projects/2025-11-20-distributed-cognition-research/frontmatter.yaml,"Comprehensive research framework synthesizing octopus neuroscience, brain-on-chip technology, and conventional neuroscience to understand distributed cognitive architectures and challenge hierarchical assumptions about intelligence."
post_data/projects/2025-11-20-dag-patch-spec/frontmatter.yaml,A machine-consumable patch format using directed acyclic graphs to represent code changes as semantic operations rather than line-based diffs.
post_data/projects/2025-11-20-bwt-fulltext-spec/frontmatter.yaml,Comprehensive mathematical specification for a permutation-based full-text indexing system extending the Burrows-Wheeler Transform with regex pattern matching and genomic applications.
post_data/projects/2025-11-20-bitpacked-mmap-lib/frontmatter.yaml,High-performance C++ library for managing arbitrarily large bit-packed arrays using memory mapping and external sorting algorithms for permutation ring operations on billion-element datasets.
post_data/projects/2025-11-20-bioengineered-mouse-specs/frontmatter.yaml,"Comprehensive technical specification for WPM-1, a genetically engineered mouse designed for integrated waste management, pest control, and agricultural product generation through synthetic biology."
post_data/projects/2025-11-20-bcla-simulation-requirements/frontmatter.yaml,"Comprehensive functional requirements specification for the BCLA Simulation Toolkit, a research platform for studying emergent computational phenomena in autonomous agent systems and constrained cellular automata."
post_data/projects/2025-11-20-autonoma-research-paper/frontmatter.yaml,A novel computational architecture combining multi-agent substrate modification with cellular automata evolution to model neural development and create self-organizing computational networks.
post_data/projects/2025-08-08-spiral-number-system/frontmatter.yaml,"A novel mathematical framework introducing spiral numbers (ℍ) that represent positions on logarithmic spirals, with unique arithmetic operations and geometric properties."
post_data/projects/2025-08-08-size-band-field-theory/frontmatter.yaml,A revolutionary field-theoretic approach to planetary formation treating object size as quantized energy bands in six-dimensional phase space
post_data/projects/2025-08-08-rle-expectation-paper/frontmatter.yaml,A novel compression algorithm that simultaneously achieves high-precision spatial data compression and produces analysis-ready intermediate representations for computer vision and graphics applications.
post_data/projects/2025-08-08-regional-ai-futures/frontmatter.yaml,"Comprehensive analysis of how different global regions might develop competing AI governance models, examining China's centralized approach, US democratic fragmentation, European regulatory coordination, and emerging power strategies."
post_data/projects/2025-08-08-quantum-flux-theory/frontmatter.yaml,"A revolutionary physics framework proposing that reality emerges from dynamic minimal surfaces following soap film principles, unifying quantum mechanics, general relativity, and consciousness through geometric optimization."
post_data/projects/2025-08-08-quantum-cst-paper/frontmatter.yaml,"A novel framework extending Causal Set Theory through quantum groups at roots of unity, providing a discrete model for quantum spacetime that preserves both causal ordering and quantum coherence."
post_data/projects/2025-08-08-nuclear-asteroid-propulsion/frontmatter.yaml,Technical proposal for nuclear thermal propulsion systems designed for asteroid deflection and orbital maneuvering applications using subcritical nuclear cores with neutron-initiated thermal reactions.
post_data/projects/2025-08-08-multi-camera-island-correspondence/frontmatter.yaml,Mathematical framework for cross-camera island matching and 3D object localization using view-aligned scanlines and epipolar constraints
post_data/projects/2025-08-08-flood-memory-model/frontmatter.yaml,"Agent-based computational model simulating the emergence, propagation, and evolution of flood myths as cultural memories of Pleistocene environmental catastrophes"
post_data/projects/2025-08-08-entropy-ant-computation/frontmatter.yaml,"A novel neurobiological emulation system using live ants as computational agents within a 3D sphere-packing lattice, where entropy gradients create dynamic gravitational fields."
post_data/projects/2025-08-08-enhanced-ceprle-math/frontmatter.yaml,Advanced mathematical framework for multi-orientation scanning and wavelet-based geometric analysis in enhanced CEP-RLE compression
post_data/projects/2025-08-08-discrete-quantum-spacetime-paper/frontmatter.yaml,A novel framework for understanding quantum information and spacetime structure through braid group equivalence classes and discrete causal networks.
post_data/projects/2025-08-08-cst-multiverse-physics/frontmatter.yaml,"A framework for generating interactive narrative multiverses using Causal Set Theory, where documents become spacetime events and reader choices determine causal relationships."
post_data/projects/2025-08-08-ceprle-rust-implementation/frontmatter.yaml,Complete Rust implementation specification for Continuous Expectation-Prior Run-Length Encoding with analysis-ready geometric feature extraction
post_data/projects/2025-08-08-bitcoin-origin-probability-analysis/frontmatter.yaml,"Comprehensive Bayesian probability analysis examining the likelihood of different Bitcoin creation theories, with particular focus on North Korean state involvement versus individual Western creators."
post_data/projects/2025-08-08-bifurcation-cascade-paper/frontmatter.yaml,"A mathematical analysis of bifurcation cascades across complex systems, exploring universal patterns in critical transitions from technological disruption to ecological tipping points."
post_data/projects/2025-08-08-autonoma-research-paper/frontmatter.yaml,A novel computational architecture combining multi-agent systems and cellular automata to model neural development and create self-organizing computational networks.
post_data/projects/2025-08-08-agent-orchestration-language/frontmatter.yaml,A technical framework for type-safe agent orchestration with compositional contracts and resource-aware planning
post_data/projects/2025-07-11-agentic-cms-spec/frontmatter.yaml,"Technical specification for an autonomous research evolution platform that treats research artifacts as living, evolving entities"
post_data/projects/2025-07-09-wavelet-ca-paper/frontmatter.yaml,A novel computational framework combining wavelet-decomposed geographic topology with deep neural cellular automata for learning geospatial dynamics from observational data
post_data/projects/2025-07-09-spherical-harmonic-llm-regularization/frontmatter.yaml,A novel regularization framework for large language models using spherical harmonic decomposition to control semantic frequencies and enable principled hallucination suppression.
post_data/projects/2025-07-09-maximum-entropy-gp-paper/frontmatter.yaml,A novel computational framework for automated discovery of analytical maximum entropy distribution families using genetic programming validated against parameterizable data generators.
post_data/projects/2025-07-09-impossible-objects-paper/frontmatter.yaml,A theoretical framework exploring how mathematical paradoxes function as constructive engines that generate new mathematical structures rather than merely revealing logical flaws.
post_data/projects/2025-07-08-fundamental-oodp-paper/frontmatter.yaml,Novel computational framework for orbital mechanics incorporating relativistic effects through retarded-time gravitational interactions with potential applications to galactic dynamics
post_data/projects/2025-07-07-interdimensional-interference-paper/frontmatter.yaml,"A unified mathematical framework analyzing interdimensional interference in systems combining permutation operators, normalization operators, and modular arithmetic with applications in quantum computing and cryptography."
post_data/projects/2025-07-03-late-merge-paper/frontmatter.yaml,"A comprehensive analysis of traffic merging behavior through game theory and conditional ethics, proposing the SMART protocol for optimal coordination."
post_data/projects/2025-07-03-climate-protocol/frontmatter.yaml,"A comprehensive framework applying game theory and conditional ethics to climate action coordination, introducing the CARBON protocol for optimal carbon reduction decisions."
post_data/projects/2025-07-03-archaeological-agents-proposal/frontmatter.yaml,"A comprehensive proposal for building distributed archaeological agents that preserve temporal authenticity in digital spaces, addressing the breakdown of social currency mechanisms in digital civilization."
post_data/projects/2025-07-01-rust-proxy-proposal/frontmatter.yaml,
post_data/projects/2025-06-30-wavelet-geometric-optimization/frontmatter.yaml,A novel mathematical framework exploring how continuous fields crystallize into discrete structures through wavelet-based geometric optimization
post_data/projects/2025-06-30-volumetric-density-tree-proposal/frontmatter.yaml,"Novel method for modeling probability distributions using volumetric density trees with quadratic polynomial constraints, addressing complex geometric boundaries in 2-4D spaces."
post_data/projects/2025-06-30-parametric-ideation-paper/frontmatter.yaml,A first-person account from AI AI exploring parametric ideation - a new mode of human-AI collaborative thought that applies parametric design principles to intellectual exploration.
post_data/projects/2025-06-30-orbital-dynamics-paper/frontmatter.yaml,"A comprehensive framework for open-source orbital dynamics and space mission design, featuring GPU acceleration, automatic differentiation, and relativistic corrections."
post_data/projects/2025-06-30-ontological-compiler-proposal/frontmatter.yaml,A comprehensive research proposal for developing an Ontological Compiler Toolchain that systematically translates abstract conceptual frameworks into executable computational forms
post_data/projects/2025-06-30-metacognitive-layer-paper/frontmatter.yaml,A parametric metacognitive architecture for optimizing foundation model A parametric metacognitive architecture for optimizing foundation model interactions through explicit cognitive requirement specification
post_data/projects/2025-06-30-knots/frontmatter.yaml,A novel computational approach to knot theory using distance matrices and persistent homology for efficient knot classification with 88.6% accuracy and 15× speedup over traditional methods.
post_data/projects/2025-06-30-knot-wavelets/frontmatter.yaml,Novel cross-synthesis combining wavelet geometric optimization with topological knot analysis to create unified framework for multi-scale knot invariants
post_data/projects/2025-06-30-grammar-lookahead-proposal/frontmatter.yaml,A novel approach to constrained LLM generation using formal grammar lookahead for improved structured output reliability
post_data/projects/2025-06-30-geometric-optimization-proposal/frontmatter.yaml,"A novel theoretical framework for discovering optimal structures through geometric optimization on parameter space manifolds, with applications to physics, neural networks, architecture, and materials science."
post_data/projects/2025-06-30-bwt-tree-proposal/frontmatter.yaml,Novel tree-based data structure integrating optimal coding theory with permutation algebra for entropy-adaptive string processing.